English Word,Hebrew Translation,Difficulty Level,Source,Example Sentence
undo,,8,lexisband3,
undressed,,9,lexisband3,
unexpected,,9,lexisband3,
unhealthy,,9,lexisband3,
unknown,,9,lexisband3,
unlike,,9,lexisband3,
unpack,,8,lexisband3,
up-to-date,,8,lexisband3,
urgent,,9,lexisband3,
use up sth or use sth up,,9,lexisband3,
van,,8,lexisband3,
verse,poetry; part of poem/song,8,lexisband3,
virtual reality,,8,lexisband3,
vowel,,8,lexisband3,
wealth,,9,lexisband3,
wear (sth) out or wear out (sth),,9,lexisband3,
weather forecast,,8,lexisband3,
web,spider,9,lexisband3,
weigh,heaviness; consider carefully,8,lexisband3,
weird,,9,lexisband3,
welcome,support; encourage; pleasing,9,lexisband3,
wheat,,9,lexisband3,
wherever,,8,lexisband3,
Who cares?,Prod,8,lexisband3,
wildlife,,9,lexisband3,
wise,,8,lexisband3,
worthwhile,,9,lexisband3,
wrap,protect,9,lexisband3,
Yours sincerely,,9,lexisband3,
a sharp rise / increase/drop etc.,,8,lexisband3,
any day/minute/time etc now,,9,lexisband3,
attract / get (sb's) attention,,9,lexisband3,
be in need of sth,,8,lexisband3,
be mad about sb/sth,,9,lexisband3,
be no use doing sth,,9,lexisband3,
be none of sb's business,,9,lexisband3,
be obsessed by / with sb/sth,,9,lexisband3,
be out of breath,,8,lexisband3,
be out of practice,Prod,8,lexisband3,
be prepared to do sth,,9,lexisband3,
be sick of sth,,8,lexisband3,
be supposed to be/do sth,,8,lexisband3,
be sure of sth,,9,lexisband3,
be tempted,,8,lexisband3,
be too proud (to do sth),,8,lexisband3,
be unclear about sth,,8,lexisband3,
be under the impression,,9,lexisband3,
be unfamiliar with sth,,9,lexisband3,
be wide awake,,8,lexisband3,
be/get involved (in/with sth),,9,lexisband3,
be/have nothing to do with sb,,9,lexisband3,
bear/keep sb/sth in mind,,9,lexisband3,
become a reality,,9,lexisband3,
before (very/too) long,,8,lexisband3,
beforehand,,8,lexisband3,
beg,,9,lexisband3,
belongings,,8,lexisband3,
better/worse still,,8,lexisband3,
beyond my/our etc control,,9,lexisband3,
bonus,,8,lexisband3,
booklet,,8,lexisband3,
boost,,8,lexisband3,
bored/scared/worried etc. stiff,,8,lexisband3,
bounce,,8,lexisband3,
bow,,8,lexisband3,
brand,,8,lexisband3,
brand new,,9,lexisband3,
break an agreement / promise etc.,,9,lexisband3,
break sb's heart,,8,lexisband3,
break the ice,,8,lexisband3,
break the law,,9,lexisband3,
bring out sth or bring sth out,,8,lexisband3,
bring up sth or bring sth up,mention,9,lexisband3,
browse,computing,9,lexisband3,
bullet,,9,lexisband3,
burn down (sth) or burn (sth) down,,8,lexisband3,
burn out,,8,lexisband3,
burn up sth or burn sth up,,8,lexisband3,
burst,,9,lexisband3,
bush,,8,lexisband3,
by all means,,9,lexisband3,
by this/that time,,9,lexisband3,
cable,,8,lexisband3,
call off sth or call sth off,,9,lexisband3,
calm down (sb) or calm (sb) down,,9,lexisband3,
can't be bothered,,9,lexisband3,
can't face sb/sth/doing sth,,9,lexisband3,
can't keep/take your eyes off sb/sth,,8,lexisband3,
can't take sth,,9,lexisband3,
can't/couldn't get over sth,,9,lexisband3,
cease,,9,lexisband3,
cellar,,8,lexisband3,
cemetery,,8,lexisband3,
centigrade,,8,lexisband3,
change the subject,,9,lexisband3,
chaos,,8,lexisband3,
charm,,9,lexisband3,
chatbot,,8,lexisband3,
chew,,9,lexisband3,
chip,electronic; wood,8,lexisband3,
chop,,8,lexisband3,
civil rights,,9,lexisband3,
clause,,8,lexisband3,
cliff,,8,lexisband3,
clip,,8,lexisband3,
closely,connected,8,lexisband3,
cloth,,8,lexisband3,
coal,,8,lexisband3,
coastal,,8,lexisband3,
collapse,,9,lexisband3,
column,printing,8,lexisband3,
come across sb/sth,,9,lexisband3,
come up,,9,lexisband3,
come/get straight to the point,Rec,8,lexisband3,
command,order,9,lexisband3,
command,knowledge,8,lexisband3,
common knowledge,,9,lexisband3,
companion,,8,lexisband3,
compared to/with sb/sth,,9,lexisband3,
compromise,,9,lexisband3,
compulsory,,9,lexisband3,
confess,,9,lexisband3,
conscience,,8,lexisband3,
conservation,,9,lexisband3,
considerate,,9,lexisband3,
controversial,,9,lexisband3,
copper,,8,lexisband3,
corridor,,8,lexisband3,
counsel,,8,lexisband3,
count on sb/sth,,9,lexisband3,
counter,,8,lexisband3,
coward,,9,lexisband3,
crack,,8,lexisband3,
craft,,9,lexisband3,
crawl,,8,lexisband3,
cross your mind,,8,lexisband3,
crossroads,,8,lexisband3,
current affairs,,9,lexisband3,
curve,,8,lexisband3,
cut across sth,,8,lexisband3,
dairy,,9,lexisband3,
damp,,8,lexisband3,
dare,,8,lexisband3,
dare (to) do sth,,9,lexisband3,
darling,,9,lexisband3,
dash,,8,lexisband3,
date back,,8,lexisband3,
dawn,,8,lexisband3,
day by day / little by little /one by one etc.,,9,lexisband3,
deadly,,8,lexisband3,
decay,,8,lexisband3,
decent,,9,lexisband3,
deep down,,9,lexisband3,
delicate,,9,lexisband3,
delight,,9,lexisband3,
deliver a speech/talk etc,,9,lexisband3,
depending/depending on,,9,lexisband3,
deputy,,8,lexisband3,
descend,,8,lexisband3,
desperate,,9,lexisband3,
despite the fact that,,9,lexisband3,
devote,,9,lexisband3,
devote sth to sb/sth,,9,lexisband3,
diamond,,8,lexisband3,
diplomat,,8,lexisband3,
discourage sb from doing sth,,8,lexisband3,
discourse,,9,lexisband3,
distinct,,9,lexisband3,
dizzy,,8,lexisband3,
do damage/harm etc.,,9,lexisband3,
do without (sb/sth),,9,lexisband3,
donation,,9,lexisband3,
don't hesitate to do sth,,8,lexisband3,
Don't mention it!,,8,lexisband3,
dose,,8,lexisband3,
downward/s,,8,lexisband3,
drag,,9,lexisband3,
draw (sb's) attention to sth/sb,,9,lexisband3,
draw a conclusion,,8,lexisband3,
draw near/close,,8,lexisband3,
dried,,8,lexisband3,
drive sb crazy/nuts etc.,,8,lexisband3,
drown,,8,lexisband3,
dull,,8,lexisband3,
dumb,,9,lexisband3,
duration,,9,lexisband3,
dynamic,,9,lexisband3,
eager,,8,lexisband3,
eagle,,9,lexisband3,
earn a/your living,,8,lexisband3,
ease,,8,lexisband3,
either side/end etc.,,8,lexisband3,
eldest,,9,lexisband3,
electrician,,8,lexisband3,
elegant,,8,lexisband3,
embarrassed,,9,lexisband3,
encouragement,,8,lexisband3,
enough,,9,lexisband3,
enthusiasm,,8,lexisband3,
entitle,,9,lexisband3,
envy,,8,lexisband3,
estate,,9,lexisband3,
evil,,9,lexisband3,
exceptional,,9,lexisband3,
exchange looks / opinions / views etc.,,8,lexisband3,
excuse,forgive,8,lexisband3,
explosive,,9,lexisband3,
eyesight,,9,lexisband3,
fabric,,9,lexisband3,
face up to sth,,9,lexisband3,
fade away,,9,lexisband3,
faint,,9,lexisband3,
fair enough,,9,lexisband3,
fall apart,,9,lexisband3,
fantasy,,9,lexisband3,
fascinating,,8,lexisband3,
fasten sth on/to/together etc.,,8,lexisband3,
fate,,9,lexisband3,
feel different/strange etc.,,8,lexisband3,
fierce,,9,lexisband3,
find sb guilty / not guilty,,8,lexisband3,
find yourself somewhere/doing sth,,9,lexisband3,
fine,good quality,8,lexisband3,
fingerprint,,8,lexisband3,
first/second/third/ final etc. round,,8,lexisband3,
fisherman,,9,lexisband3,
fixed,arranged time,8,lexisband3,
flash,,8,lexisband3,
flip,,9,lexisband3,
fluent,,8,lexisband3,
FOMO,Abbreviation of 'fear of missing out',8,lexisband3,
footprint,,8,lexisband3,
for nothing,,9,lexisband3,
for once,,8,lexisband3,
for real,,9,lexisband3,
forgive me,,8,lexisband3,
fork,turning in the road,8,lexisband3,
forthcoming,,8,lexisband3,
fortune,luck,8,lexisband3,
found,,8,lexisband3,
fox,,9,lexisband3,
from side to side,,9,lexisband3,
from/out of nowhere,,8,lexisband3,
frost,,8,lexisband3,
frustration,,9,lexisband3,
funeral,,9,lexisband3,
gang,,9,lexisband3,
gardener,,8,lexisband3,
gesture,,8,lexisband3,
get,understand/hear,9,lexisband3,
get along with,,8,lexisband3,
get in,,9,lexisband3,
get on with sth,,8,lexisband3,
get on sb's nerves,,9,lexisband3,
get out of sth,,9,lexisband3,
get over sth/sb,,9,lexisband3,
get the feeling/idea/ impression etc.,,8,lexisband3,
give a performance/speech etc.,,8,lexisband3,
glance,,8,lexisband3,
glue,,9,lexisband3,
go by,,9,lexisband3,
go through something,,8,lexisband3,
graduate,,9,lexisband3,
grief,,8,lexisband3,
grip,,9,lexisband3,
grown-up,,9,lexisband3,
guideline,,9,lexisband3,
guilt,,8,lexisband3,
hack,,8,lexisband3,
hand in hand,,8,lexisband3,
hand over sb/sth or hand sb/sth over,,8,lexisband3,
harassment,,8,lexisband3,
have a word (with sb),,9,lexisband3,
have heard of sb/sth,,8,lexisband3,
have nothing to do with sb/sth,,9,lexisband3,
have/keep an open mind,,8,lexisband3,
heading,of an organization; a department,9,lexisband3,
heat up sth or heat sth up,,9,lexisband3,
herb,,9,lexisband3,
here and there,,9,lexisband3,
hidden,,8,lexisband3,
hint,,8,lexisband3,
hip,,9,lexisband3,
homeless,,9,lexisband3,
honor,respect,8,lexisband3,
hook,,9,lexisband3,
human rights,,9,lexisband3,
Hurrah!,,9,lexisband3,
I guess so/not,,9,lexisband3,
I only hope (that) / I only wish (that),,9,lexisband3,
I see!,,8,lexisband3,
imaginary,,9,lexisband3,
in,arriving,8,lexisband3,
in all,,9,lexisband3,
in any/some/no case,,8,lexisband3,
in brief,,9,lexisband3,
in comparison (with),,9,lexisband3,
in conclusion,,9,lexisband3,
in good/bad etc. shape,,8,lexisband3,
in good/high/low etc. spirits,,9,lexisband3,
in honour/honor of sb/sth,,9,lexisband3,
in person,,8,lexisband3,
in place of sth,,9,lexisband3,
in private,,9,lexisband3,
in relation to sth,,9,lexisband3,
in response to,,9,lexisband3,
in return,,9,lexisband3,
in some / many respects,,9,lexisband3,
in the long/short run,,8,lexisband3,
in the middle of nowhere,,9,lexisband3,
in the near future,,9,lexisband3,
in the short/long term,,9,lexisband3,
in theory,,9,lexisband3,
in this respect / in many respects,,8,lexisband3,
in those days,,9,lexisband3,
in view of sth,,9,lexisband3,
in sb's eyes,,9,lexisband3,
in/under control,,9,lexisband3,
in/with regard to sth,,9,lexisband3,
inconvenient,,8,lexisband3,
influential,,9,lexisband3,
initiate,,9,lexisband3,
inside out,,9,lexisband3,
install,,8,lexisband3,
instruct,,9,lexisband3,
intent,,9,lexisband3,
interfere,,8,lexisband3,
interior,,8,lexisband3,
intermediate,,9,lexisband3,
invasion,,8,lexisband3,
inward,,8,lexisband3,
irregular,,9,lexisband3,
isolated,,8,lexisband3,
it appears (that) / it would appear that,,9,lexisband3,
it goes without saying,,9,lexisband3,
jaw,,8,lexisband3,
judging by/from,,8,lexisband3,
keep in shape,,8,lexisband3,
keep up (with sb/sth),,8,lexisband3,
keep up (with sb/sth),,8,lexisband3,
keep your mouth shut,,9,lexisband3,
keep your/an eye on sb/sth,,9,lexisband3,
keep sb company,,9,lexisband3,
keep sb waiting,,9,lexisband3,
keep/break a promise,,8,lexisband3,
kill time,,8,lexisband3,
know better (than to do sth),,9,lexisband3,
lamb,,8,lexisband3,
landing,upstairs corridor,8,lexisband3,
lane,,9,lexisband3,
lap,,9,lexisband3,
last but not least,,9,lexisband3,
last-minute,,9,lexisband3,
latter/the latter,,9,lexisband3,
laundry,,8,lexisband3,
lay eggs,,8,lexisband3,
lead a busy / normal / quiet etc. life,,9,lexisband3,
lead into/to/toward etc.,,8,lexisband3,
leaflet,,9,lexisband3,
lean (sth) back/forward/ out etc.,,9,lexisband3,
learn your lesson,,9,lexisband3,
leave sb alone,,8,lexisband3,
legend,,8,lexisband3,
let sb down or let down sb,,9,lexisband3,
liberty,,9,lexisband3,
line (sb/sth) up or line up (sb/sth),,8,lexisband3,
little by little,,9,lexisband3,
liver,,9,lexisband3,
lobby,,8,lexisband3,
look into sth,Rec,8,lexisband3,
look through sth,,9,lexisband3,
look up to sb,,9,lexisband3,
lose touch,,9,lexisband3,
lose track,,8,lexisband3,
lose your temper,,8,lexisband3,
love at first sight,,9,lexisband3,
loyalty,,8,lexisband3,
lung,,9,lexisband3,
lyrics,,9,lexisband3,
magnetic,,9,lexisband3,
make a fool (out) of sb,,8,lexisband3,
make a fool of yourself,,8,lexisband3,
make fun of sb/sth,,8,lexisband3,
make no difference/not make any difference,,9,lexisband3,
make the best of sth,,9,lexisband3,
make the most of sth,,9,lexisband3,
make up for sth,,9,lexisband3,
make use of sth,,9,lexisband3,
make your way,,8,lexisband3,
manipulate,,8,lexisband3,
march,soldier's walk,8,lexisband3,
march,protest; demonstrate,9,lexisband3,
mark,notice,8,lexisband3,
matter,subject or situation,9,lexisband3,
miracle,,8,lexisband3,
mixed,,8,lexisband3,
modest,not large,9,lexisband3,
monument,building; structure,9,lexisband3,
moving,cause strong feelings,9,lexisband3,
mud,,9,lexisband3,
nail,body part,9,lexisband3,
nail,metal,8,lexisband3,
narrative,,9,lexisband3,
native speaker,,8,lexisband3,
needle,,9,lexisband3,
neglect,,8,lexisband3,
nerve,,9,lexisband3,
newly,recently,9,lexisband3,
no matter how/what/when etc.,,9,lexisband3,
no sign of sb/sth,,9,lexisband3,
nod,,9,lexisband3,
not a single thing,,8,lexisband3,
not half as good/bad/ exciting etc.,,9,lexisband3,
not have a clue,,9,lexisband3,
not quite,,8,lexisband3,
not to mention,,9,lexisband3,
not/never get anywhere,,9,lexisband3,
nursery,,8,lexisband3,
obedient,,9,lexisband3,
omit,,9,lexisband3,
on (the) condition that,,9,lexisband3,
on a regular/daily/weekly/ etc basis,,8,lexisband3,
on account of sth,,9,lexisband3,
on behalf of sb/on sb's behalf,,8,lexisband3,
on top of sth,,9,lexisband3,
on/off duty,,9,lexisband3,
one after another,,8,lexisband3,
one at a time,,9,lexisband3,
one by one,,8,lexisband3,
one way or another,,9,lexisband3,
opponent,in argument; in sport,8,lexisband3,
opposed,,9,lexisband3,
optimistic,,8,lexisband3,
or whatever,,9,lexisband3,
out of control,,9,lexisband3,
outer,,8,lexisband3,
outside,coming from another place or organization,9,lexisband3,
over and over (again),,8,lexisband3,
overseas,,8,lexisband3,
owe sb an apology/ explanation/favor etc.,,8,lexisband3,
owl,,8,lexisband3,
oxygen,,9,lexisband3,
pack up (sth) or pack (sth) up,,9,lexisband3,
papers,documents,8,lexisband3,
parade,,8,lexisband3,
pardon,,9,lexisband3,
pass (the) time,,9,lexisband3,
pass a law,,8,lexisband3,
pass around / round sth or pass sth around / round,Prod,8,lexisband3,
pass out,,8,lexisband3,
pay sb/sth a visit / pay a visit to sb/sth,,9,lexisband3,
pedestrian,,9,lexisband3,
peel,,8,lexisband3,
pharmacy,,8,lexisband3,
philosophy,,9,lexisband3,
pick on sb,,8,lexisband3,
pick up sth or pick sth up,,9,lexisband3,
place sth in/on etc.,,8,lexisband3,
play a part in sth,,9,lexisband3,
point out sth or point sth out,,8,lexisband3,
poison,,9,lexisband3,
pope,,8,lexisband3,
popularity,,9,lexisband3,
precious,,9,lexisband3,
preliminary,,9,lexisband3,
prescription,,9,lexisband3,
presidential,,9,lexisband3,
pretty much/well,,9,lexisband3,
primarily,,8,lexisband3,
primitive,,8,lexisband3,
proficiency,,9,lexisband3,
promising,,8,lexisband3,
propose to do sth,,8,lexisband3,
pros and cons,,9,lexisband3,
protective,,9,lexisband3,
prove yourself,,9,lexisband3,
pull down sth or pull sth down,,8,lexisband3,
pull up,,8,lexisband3,
pull sth off/out/up,,8,lexisband3,
punch,,8,lexisband3,
punctual,,9,lexisband3,
pure,emphasis,8,lexisband3,
put an end to sth,,9,lexisband3,
put pressure on sb,,8,lexisband3,
qualify,graduate,9,lexisband3,
qualify,be eligible,8,lexisband3,
raise a question / subject etc.,,8,lexisband3,
range from sth to sth / between sth and sth,,8,lexisband3,
rape,,8,lexisband3,
reach a decision / agreement / conclusion etc.,Prod,8,lexisband3,
realistic,,8,lexisband3,
reasonably good /successful/well etc.,,8,lexisband3,
rebel,,8,lexisband3,
referee,judge in sports,9,lexisband3,
rehearsal,,8,lexisband3,
relations,between countries,9,lexisband3,
remain a secret / mystery etc.,,8,lexisband3,
remains,something remaining,9,lexisband3,
remedy,,9,lexisband3,
repeatedly,,9,lexisband3,
require sb to do sth,Prod,8,lexisband3,
resign,,8,lexisband3,
return to sth,,9,lexisband3,
rewrite,,8,lexisband3,
rocket,,8,lexisband3,
roll (sth) across /around/over etc.,,8,lexisband3,
roll down/in/off etc.,,8,lexisband3,
roommate,,8,lexisband3,
rumor,,9,lexisband3,
run away,,8,lexisband3,
run into sb,,9,lexisband3,
run over sb/sth or run sb/sth over,,9,lexisband3,
rush hour,,8,lexisband3,
rush to do sth,,9,lexisband3,
sadly,unfortunately,9,lexisband3,
satellite,,9,lexisband3,
scope,,8,lexisband3,
scratch,rub skin,8,lexisband3,
script,,8,lexisband3,
see through sb/sth,,8,lexisband3,
seize,,9,lexisband3,
self-confidence,,9,lexisband3,
send,ask somebody to leave,8,lexisband3,
sensation,,8,lexisband3,
sense,feeling or understanding about yourself,8,lexisband3,
sense,meaning,9,lexisband3,
sentence,punishment,9,lexisband3,
separately,,9,lexisband3,
set a record,,9,lexisband3,
set an example,,8,lexisband3,
set sth aside or set aside sth,,9,lexisband3,
set sb/sth free,,9,lexisband3,
shade,color; hue,8,lexisband3,
shallow,,9,lexisband3,
shortage,,9,lexisband3,
show off,,9,lexisband3,
side by side,,8,lexisband3,
simultaneously,,9,lexisband3,
slam,,8,lexisband3,
smash,,9,lexisband3,
sneeze,,9,lexisband3,
soil,,8,lexisband3,
solar,,8,lexisband3,
sophisticated,,8,lexisband3,
sort out sth or sort sth out,,8,lexisband3,
spam,,9,lexisband3,
speak up,,9,lexisband3,
special attention / care / treatment,,8,lexisband3,
splendid,,8,lexisband3,
split,,8,lexisband3,
spokesperson,,8,lexisband3,
sponsor,,9,lexisband3,
spray,,9,lexisband3,
spread out,,9,lexisband3,
stamp,mark,9,lexisband3,
stand by sb,,8,lexisband3,
stand for sth,,8,lexisband3,
stand up for sth/sb,,8,lexisband3,
standard of living,,8,lexisband3,
stay out,,8,lexisband3,
steady,,8,lexisband3,
stepfather,,8,lexisband3,
stick together,,8,lexisband3,
stick with sth/sb,,8,lexisband3,
