English Word,Hebrew Translation,Difficulty Level,Source,Example Sentence
"a sharp rise/increase/drop, etc.",עלייה/ירידה חדה,9,lexisband3,There was a sharp rise in prices.
abandon,"לנטוש, לזנוח",9,lexisband3,They had to abandon the project.
admit,להרשות כניסה,9,lexisband3,Children are not admitted without an adult.
adviser/advisor,יועץ,9,lexisband3,She works as a financial adviser.
affair,"עניין, מצב",9,lexisband3,This is a serious affair.
affection,"חיבה, אהבה",9,lexisband3,She has great affection for her grandmother.
after all,"אחרי הכל, בסופו של דבר",9,lexisband3,He decided to come after all.
against the law,נגד החוק,9,lexisband3,Stealing is against the law.
agenda,סדר יום,9,lexisband3,What's on the agenda for today?
all in all,בסך הכל,9,lexisband3,"All in all, it was a good day."
all over again,שוב מההתחלה,9,lexisband3,I have to do it all over again.
amuse,"לשעשע, לבדר",9,lexisband3,The clown amused the children.
an awful lot (of sth),"המון, כמות עצומה",9,lexisband3,She has an awful lot of work.
ancestor,"אב קדמון, אבות",9,lexisband3,Her ancestors came from Poland.
"any day/minute/time, etc now",בכל רגע,9,lexisband3,They'll arrive any minute now.
appeal,"לערער, ערעור",9,lexisband3,They appealed to the court.
arms,נשק,9,lexisband3,The soldiers laid down their arms.
around/round the clock,מסביב לשעון,9,lexisband3,The store is open around the clock.
arrow,חץ (בקשתות),9,lexisband3,He shot an arrow at the target.
artificial,מלאכותי,9,lexisband3,These are artificial flowers.
artificial intelligence,בינה מלאכותית,9,lexisband3,AI is changing our world.
as a result of sth,כתוצאה מ-,9,lexisband3,"As a result of the rain, the game was cancelled."
as a whole,"כמכלול, בסך הכל",9,lexisband3,The team as a whole performed well.
as far as I know,למיטב ידיעתי,9,lexisband3,"As far as I know, he's still working there."
as far as sb/sth is concerned,בכל מה שנוגע ל-,9,lexisband3,"As far as I'm concerned, you can go."
as follows,כדלקמן,9,lexisband3,The instructions are as follows.
as regards sth,בנוגע ל-,9,lexisband3,"As regards your question, I'll answer later."
as though,כאילו,9,lexisband3,He acts as though nothing happened.
aside,"בצד, חוץ מ-",9,lexisband3,"Money aside, I really enjoy my job."
assignment,"מטלה, משימה",9,lexisband3,Finish your assignment by Friday.
associate,"לשייך, לקשר",9,lexisband3,I don't associate him with that group.
assumption,"הנחה, הנחת יסוד",9,lexisband3,Your assumption is correct.
astonishment,"תדהמה, השתוממות",9,lexisband3,She looked at him in astonishment.
at first sight,במבט ראשון,9,lexisband3,"At first sight, it seems easy."
at risk,בסיכון,9,lexisband3,The building is at risk of collapse.
at your convenience,"בנוחותך, בזמנך",9,lexisband3,Call me at your convenience.
attachment,קובץ מצורף,9,lexisband3,Please see the attachment.
attract/get (sb's) attention,למשוך תשומת לב,9,lexisband3,The bright colors attract attention.
augmented reality,מציאות מדומה,9,lexisband3,AR games are very popular.
autonomy,"אוטונומיה, עצמאות",9,lexisband3,The region has some autonomy.
availability,זמינות,9,lexisband3,Check the availability of the product.
avoid doing sth,להימנע מלעשות משהו,9,lexisband3,Try to avoid making mistakes.
awkward,"מביך, לא נוח",9,lexisband3,There was an awkward silence.
backup,גיבוי,9,lexisband3,Always make a backup of your files.
balance,שיווי משקל; יתרה,9,lexisband3,Check your bank balance.
ban,"איסור, לאסור",9,lexisband3,There's a ban on smoking here.
bare,"חשוף, ריק",9,lexisband3,The walls were bare.
basement,מרתף,9,lexisband3,The basement is very dark.
be (of) any/some/no use,להועיל,9,lexisband3,Is this of any use to you?
be a bad/good influence (on sb),להשפיע לרעה/לטובה,9,lexisband3,Friends can be a good influence.
be a piece of cake,להיות קל מאוד,9,lexisband3,The exam was a piece of cake.
be absorbed in sth,להיות שקוע ב-,9,lexisband3,He was absorbed in his book.
be associated with sth,להיות קשור ל-,9,lexisband3,Smoking is associated with cancer.
be at/on the point of doing sth,להיות על סף,9,lexisband3,I was on the point of leaving.
be based at/in/etc,להיות ממוקם ב-,9,lexisband3,The company is based in London.
be conscious of/that,להיות מודע ל-,9,lexisband3,I'm conscious of my mistakes.
be exposed to sth,להיחשף ל-,9,lexisband3,Children shouldn't be exposed to violence.
be hard on sb,להיות קשה עם מישהו,9,lexisband3,Don't be so hard on yourself.
be in a mood,להיות במצב רוח,9,lexisband3,She's in a bad mood today.
be in favor of sth,להיות בעד משהו,9,lexisband3,I'm in favor of the proposal.
cold,"לא ידידותי, קר",8,lexisband3,He gave me a cold stare.
collar,צווארון,8,lexisband3,"Turn up your collar, it's windy."
collector,אוסף,8,lexisband3,He's a stamp collector.
"come after/first/last, etc",לבוא אחרי/ראשון/אחרון,8,lexisband3,Z comes after Y in the alphabet.
common,משותף,8,lexisband3,They have a common interest in music.
competitive,תחרותי,8,lexisband3,The job market is very competitive.
complicated,"מסובך, מורכב",8,lexisband3,The situation is quite complicated.
concern,"לעניין, להדאיג",8,lexisband3,This matter concerns us all.
conditions,תנאים,8,lexisband3,The working conditions are good.
conduct,"לבצע, לנהל",8,lexisband3,They will conduct a survey.
consequence,"תוצאה, השלכה",8,lexisband3,Every action has consequences.
considerable,"ניכר, משמעותי",8,lexisband3,There was considerable damage.
contemporary,"בן זמננו, עכשווי",8,lexisband3,He studies contemporary art.
contest,תחרות,8,lexisband3,She won the singing contest.
continent,יבשת,8,lexisband3,Africa is a large continent.
cope,להתמודד,8,lexisband3,She's coping well with the stress.
copy,עותק יחיד,8,lexisband3,I have a copy of that book.
correspond,"להתכתב, לכתוב",8,lexisband3,They corresponded for years.
costume,תלבושת,8,lexisband3,She wore a Halloween costume.
courage,אומץ,8,lexisband3,It takes courage to admit mistakes.
cover,"לסקר, סיקור",8,lexisband3,The media covered the event.
crash,"התרסקות, להתרסק",8,lexisband3,The plane crash was tragic.
criterion,"קריטריון, מדד",8,lexisband3,What is the criterion for success?
critic,מבקר,8,lexisband3,The film critic loved the movie.
cross,"צלב, סמל",8,lexisband3,The Red Cross helps people.
cure,"תרופה, לרפא",8,lexisband3,There's no cure for the common cold.
current,"נוכחי, שוטף",8,lexisband3,What's the current situation?
customs,מכס,8,lexisband3,Go through customs at the airport.
cut down sth,"לכרות, לצמצם",8,lexisband3,We need to cut down expenses.
cyberbullying,בריונות רשת,8,lexisband3,Cyberbullying is a serious problem.
cycle,"אופניים, רכיבה",8,lexisband3,I cycle to work every day.
date,"דייט, פגישה רומנטית",8,lexisband3,They're going on a date tonight.
deaf,חירש,8,lexisband3,He's deaf in one ear.
debt,חוב,8,lexisband3,They're in debt to the bank.
decade,עשור,8,lexisband3,Three decades have passed.
deck,סיפון,8,lexisband3,We sat on the ship's deck.
declare,"להצהיר, להכריז",8,lexisband3,He declared his love for her.
decorate,"לקשט, לעטר",8,lexisband3,They decorated the house for Christmas.
decrease,"ירידה, להפחית",8,lexisband3,There's been a decrease in crime.
dedicate,להקדיש לזכר,8,lexisband3,The statue is dedicated to fallen soldiers.
defeat,"תבוסה, להביס",8,lexisband3,They suffered a crushing defeat.
degree,תואר אקדמי,8,lexisband3,She has a degree in engineering.
delayed,"מאוחר, עוכב",8,lexisband3,The flight was delayed by two hours.
deliberately,"במתכוון, בכוונה",8,lexisband3,He deliberately ignored me.
deliver,"לספק, למסור",8,lexisband3,Please deliver this package.
demanding,"תובעני, דורש",8,lexisband3,It's a demanding job.
demonstrate,להפגין,8,lexisband3,Thousands demonstrated against the war.
departure,"יציאה, המראה",8,lexisband3,The departure time is 3 PM.
deposit,"פיקדון, לשם",8,lexisband3,I need to make a deposit at the bank.
deserve,"לזכות, להגיע",8,lexisband3,She deserves a promotion.
design,עיצוב,8,lexisband3,I love the design of this dress.
destination,יעד,8,lexisband3,What's your final destination?
destruction,הרס,8,lexisband3,The earthquake caused massive destruction.
detect,"לזהות, לגלות",8,lexisband3,The device can detect smoke.
determine,לקבוע,8,lexisband3,We need to determine the cause.
development,"אירוע, תהליך",8,lexisband3,This is an interesting development.
devil,שטן,8,lexisband3,"Speak of the devil, here he comes!"
diagram,"תרשים, דיאגרמה",8,lexisband3,Draw a diagram to explain.
differ,לא להסכים,8,lexisband3,I differ with you on this point.
differ,להשתנות מאוד,8,lexisband3,Opinions differ widely on this issue.
difficult,לא ידידותי,8,lexisband3,He's a difficult person to work with.
direct,לביים,8,lexisband3,Who directed this film?
disabled,נכה,8,lexisband3,There are facilities for disabled people.
disagreement,אי הסכמה,8,lexisband3,We had a disagreement about the plan.
disappointed,מאוכזב,8,lexisband3,I was disappointed with the results.
disaster,אסון,8,lexisband3,The flood was a natural disaster.
discovery,תגלית,8,lexisband3,This is an important scientific discovery.
dishonest,לא ישר,8,lexisband3,That was a dishonest thing to do.
disk,דיסק,8,lexisband3,Save the file to disk.
dislike,"לשנוא, שנאה",8,lexisband3,I dislike his attitude.
dispute,מחלוקת,8,lexisband3,There's a dispute over the land.
distinguish,"להבדיל, לזהות",8,lexisband3,Can you distinguish between them?
disturb,"להפריע, להטריד",8,lexisband3,Sorry to disturb you.
divide,"לחשב, לחלק",8,lexisband3,Divide 20 by 4.
divorce,גירושין,8,lexisband3,Their divorce was finalized.
do,"עושה, לשם הדגשה",8,lexisband3,I do like chocolate!
"do a good/excellent, etc. job",לעשות עבודה טובה,8,lexisband3,You did an excellent job.
domestic,"מקומי, פנים מדינה",8,lexisband3,This is a domestic flight.
done,"גמור, מוכן",8,lexisband3,Is dinner done yet?
Don't ask me!,אל תשאל אותי!,8,lexisband3,"Don't ask me, I have no idea!"
Don't ask!,אל תשאל!,8,lexisband3,How was the exam? Don't ask!
double,"כפול, להכפיל",8,lexisband3,House prices have doubled.
doubt,"ספק, לפקפק",8,lexisband3,I have my doubts about this plan.
dozen,תריסר,8,lexisband3,I bought a dozen eggs.
draft,טיוטה,8,lexisband3,This is just a rough draft.
dramatic,דרמטי,8,lexisband3,There's been a dramatic change.
dreadful,"נורא, איום",8,lexisband3,The weather was dreadful.
drink,לשתות אלכוהול,8,lexisband3,He doesn't drink alcohol.
drive,כונן,8,lexisband3,Save it to the C drive.
drop,"לרדת, לרכת",8,lexisband3,Temperatures will drop tonight.
drop,טיפה,8,lexisband3,"Just a drop of milk, please."
drunk,שיכור,8,lexisband3,He was arrested for drunk driving.
earth,"אדמה, קרקע",8,lexisband3,Plant the seeds in rich earth.
earthquake,רעידת אדמה,8,lexisband3,The earthquake measured 6.5.
economical,חסכוני,8,lexisband3,This car is very economical.
editor,עורך,8,lexisband3,She's the editor of the magazine.
educate,לחנך,8,lexisband3,We need to educate people about health.
efficient,יעיל,8,lexisband3,We need a more efficient system.
either way,כך או כך,8,lexisband3,"Either way, we'll have to pay."
elbow,מרפק,8,lexisband3,He hurt his elbow playing tennis.
elderly,"קשיש, מבוגר",8,lexisband3,Services for elderly people.
element,"יסוד, מרכיב",8,lexisband3,Water contains two elements: hydrogen and oxygen.
emerge,"לצוץ, להופיע",8,lexisband3,New evidence has emerged.
emotion,רגש,8,lexisband3,She showed no emotion.
emphasis,"דגש, הדגשה",8,lexisband3,The emphasis is on quality.
engagement,אירוסין,8,lexisband3,They announced their engagement.
enjoyable,מהנה,8,lexisband3,We had a very enjoyable evening.
enter,להזין מידע,8,lexisband3,Enter your password here.
episode,פרק,8,lexisband3,Did you watch the last episode?
equal,"שווה, שוויון",8,lexisband3,All people are created equal.
escape,בריחה,8,lexisband3,There's no escape from reality.
essay,"חיבור, מסה",8,lexisband3,Write an essay about your summer.
essentially,"בעיקרו, למעשה",8,lexisband3,They're essentially the same thing.
even if,אפילו אם,8,lexisband3,I'll go even if it rains.
even though,למרות ש-,8,lexisband3,She passed even though she didn't study.
event,אירוע,8,lexisband3,The wedding was a big event.
exactly,"בדיוק, הדגשה",8,lexisband3,That's exactly what I mean!
except that,חוץ מזה ש-,8,lexisband3,I'd come except that I'm busy.
exception,חריג,8,lexisband3,We'll make an exception this time.
exchange,להחליף,8,lexisband3,Can I exchange this shirt?
exist,להתקיים,8,lexisband3,Do ghosts really exist?
expected,צפוי,8,lexisband3,The expected arrival time is 5 PM.
expedition,משלחת,8,lexisband3,They went on an expedition to Antarctica.
expense,"הוצאה, עלות",8,lexisband3,Travel is a major expense.
experiment,"ניסוי, להתנסות",8,lexisband3,We did a science experiment in class.
expert,מומחה,8,lexisband3,She's an expert in computer security.
explode,להתפוצץ,8,lexisband3,The bomb could explode at any moment.
expose,לחשוף,8,lexisband3,The scandal exposed corruption.
extend,"להאריך, להרחיב",8,lexisband3,They decided to extend the deadline.
extent,"מידה, היקף",8,lexisband3,To what extent do you agree?
external,חיצוני,8,lexisband3,External factors affected the result.
extraordinary,יוצא דופן,8,lexisband3,She has extraordinary talent.
extreme,קיצוני,8,lexisband3,He has extreme views on politics.
facilities,מתקנים,8,lexisband3,The hotel has excellent facilities.
fade,"לדעוך, להתפוגג",8,lexisband3,The colors will fade in the sun.
fairly,"למדי, די",8,lexisband3,The test was fairly easy.
faith,אמונה,8,lexisband3,She has faith in her abilities.
fame,תהילה,8,lexisband3,He achieved fame as a singer.
fault,אשמה,8,lexisband3,It's not your fault.
feature,"מאפיין, תכונה",8,lexisband3,This phone has many useful features.
federal,פדרלי,8,lexisband3,The federal government passed a new law.
fee,"אגרה, תשלום",8,lexisband3,There's a small fee for parking.
female,"נקבה, נשי",8,lexisband3,The female students outnumber the males.
fence,גדר,8,lexisband3,We built a fence around the garden.
fiction,בדיון,8,lexisband3,She writes science fiction novels.
figure,"דמות, איש חשוב",8,lexisband3,He's an important figure in politics.
finance,"מימון, כספים",8,lexisband3,We need to discuss the project's finance.
flame,להבה,8,lexisband3,The flame burned brightly.
flesh,"בשר, עור",8,lexisband3,The thorn cut into his flesh.
float,לצוף,8,lexisband3,The boat floated on the water.
flow,"זרימה, לזרום",8,lexisband3,Traffic flow is slow today.
fold,לקפל,8,lexisband3,Please fold the towels.
following,"הבא, הבאים",8,lexisband3,Answer the following questions.
forbid,לאסור,8,lexisband3,Smoking is strictly forbidden here.
forecast,תחזית,8,lexisband3,What's the weather forecast?
former,"לשעבר, קודם",8,lexisband3,He's a former president.
foundation,"יסוד, בסיס",8,lexisband3,Trust is the foundation of friendship.
frame,"מסגרת, למסגר",8,lexisband3,Put the photo in a frame.
freeze,"לקפוא, להקפיא",8,lexisband3,Water freezes at 0 degrees.
frequently,לעתים קרובות,8,lexisband3,We meet frequently for coffee.
frighten,להפחיד,8,lexisband3,Don't frighten the children.
fuel,דלק,8,lexisband3,The car is running out of fuel.
function,"תפקוד, לתפקד",8,lexisband3,The system isn't functioning properly.
fundamental,"בסיסי, יסודי",8,lexisband3,This is a fundamental principle.
fund,"קרן, כספים",8,lexisband3,They established a scholarship fund.
furthermore,יתר על כן,8,lexisband3,"Furthermore, I don't agree with the plan."
gap,פער,8,lexisband3,There's a gap between rich and poor.
gather,"לאסוף, להתאסף",8,lexisband3,We gathered information for the report.
gender,מגדר,8,lexisband3,Gender equality is important.
generate,"לייצר, להפיק",8,lexisband3,Solar panels generate electricity.
generous,נדיב,8,lexisband3,That was very generous of you.
gentle,עדין,8,lexisband3,She has a gentle voice.
genuine,"אמיתי, כן",8,lexisband3,Is this a genuine Picasso?
global,"עולמי, גלובלי",8,lexisband3,Climate change is a global problem.
goods,"סחורה, מוצרים",8,lexisband3,They sell goods at low prices.
grab,"לתפוס, לחטוף",8,lexisband3,He grabbed my arm.
gradual,הדרגתי,8,lexisband3,There's been a gradual improvement.
grain,"גרגר, דגן",8,lexisband3,This bread is made from whole grain.
grant,"להעניק, מענק",8,lexisband3,They granted him a scholarship.
grateful,אסיר תודה,8,lexisband3,I'm very grateful for your help.
grave,קבר,8,lexisband3,We visited my grandfather's grave.
guarantee,"ערבות, להבטיח",8,lexisband3,The product comes with a 2-year guarantee.
guard,"שומר, לשמור",8,lexisband3,Security guards patrol the building.
guilty,אשם,8,lexisband3,The jury found him guilty.
hand,מצד אחר/שני,8,lexisband3,On the one hand... on the other hand...
handle,"לטפל ב, להתמודד",8,lexisband3,She can handle difficult situations.
hang,לתלות,8,lexisband3,Hang your coat on the hook.
hardly,בקושי,8,lexisband3,I can hardly hear you.
hardship,"קושי, מצוקה",8,lexisband3,They endured many hardships.
harm,"נזק, לפגוע",8,lexisband3,Smoking can harm your health.
harsh,"קשה, חמור",8,lexisband3,The punishment was too harsh.
harvest,"קציר, לקצור",8,lexisband3,Farmers harvest wheat in summer.
hate,שנאה,8,lexisband3,Love and hate are powerful emotions.
heal,לרפא,8,lexisband3,Time heals all wounds.
hesitate,להסס,8,lexisband3,Don't hesitate to call me.
highlight,"להדגיש, לסמן",8,lexisband3,Please highlight the important points.
hire,"לשכור, להעסיק",8,lexisband3,They plan to hire more staff.
hold,"להחזיק, לקיים",8,lexisband3,We'll hold a meeting next week.
horrible,"נורא, איום",8,lexisband3,What a horrible accident!
housing,דיור,8,lexisband3,Housing prices are rising.
humanity,אנושות,8,lexisband3,These crimes are against humanity.
hunt,לצוד,8,lexisband3,They went hunting for deer.
hurt,לפגוע ברגשות,8,lexisband3,His words really hurt me.
ideal,"אידאלי, מושלם",8,lexisband3,This is the ideal solution.
identify,לזהות,8,lexisband3,Can you identify this plant?
ignore,להתעלם,8,lexisband3,He ignored my advice.
illegal,לא חוקי,8,lexisband3,It's illegal to park here.
illustrate,להמחיש,8,lexisband3,This example illustrates my point.
image,"תדמית, דימוי",8,lexisband3,The company needs to improve its image.
imagination,דמיון,8,lexisband3,Children have great imagination.
immediately,מיד,8,lexisband3,Please respond immediately.
immigrant,מהגר,8,lexisband3,Many immigrants came to America.
impact,השפעה,8,lexisband3,Technology has a huge impact on society.
imply,לרמוז,8,lexisband3,What are you trying to imply?
import,"יבוא, לייבא",8,lexisband3,They import goods from China.
impose,"לכפות, להטיל",8,lexisband3,The judge imposed a heavy fine.
impress,להרשים,8,lexisband3,She impressed everyone with her speech.
inch,אינץ',8,lexisband3,The screen is 15 inches wide.
incident,"אירוע, תקרית",8,lexisband3,There was a minor incident at school.
income,הכנסה,8,lexisband3,His annual income is high.
incredibly,באופן מדהים,8,lexisband3,She's incredibly talented.
indeed,"אכן, אמנם",8,lexisband3,It was indeed a difficult decision.
independence,עצמאות,8,lexisband3,They fought for independence.
indicate,להצביע על,8,lexisband3,Studies indicate a link between diet and health.
individual,"יחיד, אדם",8,lexisband3,Each individual is unique.
indoor,בתוך הבית,8,lexisband3,There's an indoor swimming pool.
industrial,תעשייתי,8,lexisband3,This is an industrial area.
infect,להדביק,8,lexisband3,The virus can infect humans.
infer,להסיק מסקנה,8,lexisband3,What can we infer from these results?
influence,"השפעה, להשפיע",8,lexisband3,Parents have great influence on children.
inform,"להודיע, ליידע",8,lexisband3,Please inform us of any changes.
inhabitant,תושב,8,lexisband3,The city has 5 million inhabitants.
initial,ראשוני,8,lexisband3,What's your initial reaction?
initiative,יוזמה,8,lexisband3,She took the initiative to help.
injure,לפצוע,8,lexisband3,He injured his knee playing football.
innocent,חף מפשע,8,lexisband3,The defendant is innocent.
input,"קלט, תרומה",8,lexisband3,We need your input on this project.
inquire,"לשאול, לברר",8,lexisband3,I called to inquire about the job.
insert,להכניס,8,lexisband3,Insert the key into the lock.
insist,להתעקש,8,lexisband3,He insisted on paying the bill.
inspect,"לבדוק, לבחון",8,lexisband3,An expert will inspect the building.
inspire,להוות השראה,8,lexisband3,Her courage inspires others.
instance,"דוגמה, מקרה",8,lexisband3,There have been several instances of theft.
instant,"רגע, מיידי",8,lexisband3,The response was instant.
institution,מוסד,8,lexisband3,Education is an important institution.
