English Word,Hebrew Translation,Difficulty Level,Source,Example Sentence
come over,[TO TRANSLATE],7,band33july18,Please come over when you're in town!
come true,[TO TRANSLATE],7,band33july18,
come up (to),[TO TRANSLATE],7,band33july18,A stranger came up (to me) to ask for directions
come up with sth,[TO TRANSLATE],7,band33july18,She came up with an amazing idea.
commander,[TO TRANSLATE],8,band33july18,
comment,[TO TRANSLATE],8,band33july18,
commerce,[TO TRANSLATE],8,band33july18,adj
commercial,[TO TRANSLATE],9,band33july18,adj
commit,[TO TRANSLATE],7,band33july18,Commit a crime. They committed themselves. They were committed to helping the poor. It was a serious commitment.
commitment,[TO TRANSLATE],9,band33july18,Commit a crime. They committed themselves. They were committed to helping the poor. It was a serious commitment.
committee,[TO TRANSLATE],8,band33july18,
community,[TO TRANSLATE],8,band33july18,
comparative,[TO TRANSLATE],9,band33july18,adj
comparison,[TO TRANSLATE],9,band33july18,adj
compete,[TO TRANSLATE],8,band33july18,n
complex,[TO TRANSLATE],8,band33july18,
component,[TO TRANSLATE],8,band33july18,
compose,[TO TRANSLATE],8,band33july18,n
composition,[TO TRANSLATE],9,band33july18,n
comprehend,[TO TRANSLATE],9,band33july18,n
comprehension,[TO TRANSLATE],9,band33july18,n
comprehensive,[TO TRANSLATE],9,band33july18,
comprise,[TO TRANSLATE],8,band33july18,adj
comprised of,[TO TRANSLATE],7,band33july18,adj
concentrate,[TO TRANSLATE],9,band33july18,n
concentration,[TO TRANSLATE],9,band33july18,n
concept,[TO TRANSLATE],8,band33july18,
concerned,[TO TRANSLATE],8,band33july18,adj
concerned with sth,[TO TRANSLATE],7,band33july18,The article is concerned with matters of health.
conclude,[TO TRANSLATE],8,band33july18,v
conclusion,[TO TRANSLATE],9,band33july18,v
conference,[TO TRANSLATE],9,band33july18,
confidence,[TO TRANSLATE],9,band33july18,n
confident,[TO TRANSLATE],8,band33july18,n
confirm,[TO TRANSLATE],8,band33july18,n
confirmation,[TO TRANSLATE],9,band33july18,n
conflict,[TO TRANSLATE],8,band33july18,
consensus,[TO TRANSLATE],8,band33july18,
consequently,[TO TRANSLATE],9,band33july18,adv
considerably,[TO TRANSLATE],9,band33july18,adv
consideration,[TO TRANSLATE],9,band33july18,Take into consideration.
considered (as),[TO TRANSLATE],7,band33july18,
consist,[TO TRANSLATE],8,band33july18,
consist of,[TO TRANSLATE],7,band33july18,
consistent,[TO TRANSLATE],9,band33july18,adv
consistently,[TO TRANSLATE],9,band33july18,adv
constant,[TO TRANSLATE],8,band33july18,adv
constantly,[TO TRANSLATE],9,band33july18,adv
constitution,[TO TRANSLATE],9,band33july18,the American constitution is a list of laws.
construct,[TO TRANSLATE],8,band33july18,n
construction,[TO TRANSLATE],9,band33july18,n
consume,[TO TRANSLATE],8,band33july18,n
consumer,[TO TRANSLATE],8,band33july18,n
container,[TO TRANSLATE],8,band33july18,n
context,[TO TRANSLATE],8,band33july18,
continuous,[TO TRANSLATE],9,band33july18,adv
continuously,[TO TRANSLATE],9,band33july18,adv
contradict,[TO TRANSLATE],9,band33july18,
contrary to,[TO TRANSLATE],7,band33july18,
contrast,[TO TRANSLATE],8,band33july18,In contrast.
contribute,[TO TRANSLATE],9,band33july18,n
contribution,[TO TRANSLATE],9,band33july18,n
convention,[TO TRANSLATE],9,band33july18,adj
conventional,[TO TRANSLATE],9,band33july18,adj
convert,[TO TRANSLATE],8,band33july18,
convey,[TO TRANSLATE],7,band33july18,
cooperate,[TO TRANSLATE],8,band33july18,n
cooperation,[TO TRANSLATE],9,band33july18,n
coordinate,[TO TRANSLATE],9,band33july18,n
coordination,[TO TRANSLATE],9,band33july18,n
core,[TO TRANSLATE],6,band33july18,
council,[TO TRANSLATE],8,band33july18,
creation,[TO TRANSLATE],8,band33july18,n
crisis,[TO TRANSLATE],7,band33july18,
critical,[TO TRANSLATE],8,band33july18,n
criticize,[TO TRANSLATE],8,band33july18,n
crucial,[TO TRANSLATE],8,band33july18,
currently,[TO TRANSLATE],8,band33july18,
curriculum,[TO TRANSLATE],9,band33july18,
cut off,[TO TRANSLATE],7,band33july18,We talked on the telephone until we were cut off.
debate,[TO TRANSLATE],7,band33july18,
declaration,[TO TRANSLATE],9,band33july18,n
decline,[TO TRANSLATE],8,band33july18,
defend,[TO TRANSLATE],7,band33july18,
defense,[TO TRANSLATE],8,band33july18,
define,[TO TRANSLATE],7,band33july18,
delegation,[TO TRANSLATE],9,band33july18,
democracy,[TO TRANSLATE],8,band33july18,adj
democratic,[TO TRANSLATE],9,band33july18,adj
demonstration,[TO TRANSLATE],9,band33july18,n
denial,[TO TRANSLATE],7,band33july18,n
depress,[TO TRANSLATE],8,band33july18,adj
depressed,[TO TRANSLATE],8,band33july18,adj
depressing,[TO TRANSLATE],9,band33july18,adj
depression,[TO TRANSLATE],9,band33july18,adj
derive,[TO TRANSLATE],7,band33july18,
despite,[TO TRANSLATE],8,band33july18,
detailed,[TO TRANSLATE],8,band33july18,adj
detection,[TO TRANSLATE],8,band33july18,n
determination,[TO TRANSLATE],9,band33july18,n
devise,[TO TRANSLATE],7,band33july18,
dialogue,[TO TRANSLATE],8,band33july18,
differentiate,[TO TRANSLATE],9,band33july18,n
differentiation,[TO TRANSLATE],9,band33july18,n
dilemma,[TO TRANSLATE],8,band33july18,
dimension,[TO TRANSLATE],8,band33july18,
diminish,[TO TRANSLATE],8,band33july18,
discipline,[TO TRANSLATE],9,band33july18,Science is a discipline. Classroom discipline.
discriminate,[TO TRANSLATE],9,band33july18,n
discrimination,[TO TRANSLATE],9,band33july18,n
dish(es),[TO TRANSLATE],8,band33july18,
display,[TO TRANSLATE],8,band33july18,
disposal,[TO TRANSLATE],8,band33july18,n
dispose,[TO TRANSLATE],8,band33july18,n
dissatisfied,[TO TRANSLATE],9,band33july18,
distant,[TO TRANSLATE],8,band33july18,adj
distinction,[TO TRANSLATE],9,band33july18,v
distribute,[TO TRANSLATE],9,band33july18,n
distribution,[TO TRANSLATE],9,band33july18,n
district,[TO TRANSLATE],8,band33july18,
disturbance,[TO TRANSLATE],9,band33july18,n
diverse,[TO TRANSLATE],8,band33july18,n
diversity,[TO TRANSLATE],8,band33july18,n
division,[TO TRANSLATE],8,band33july18,
domain,[TO TRANSLATE],7,band33july18,
dominant,[TO TRANSLATE],8,band33july18,v
dominate,[TO TRANSLATE],8,band33july18,v
domination,[TO TRANSLATE],9,band33july18,v
drawing,[TO TRANSLATE],8,band33july18,
driver,[TO TRANSLATE],7,band33july18,
drug,[TO TRANSLATE],6,band33july18,
dual,[TO TRANSLATE],6,band33july18,
during/in/over the course of,[TO TRANSLATE],7,band33july18,
duty,[TO TRANSLATE],6,band33july18,
dynamic(s),[TO TRANSLATE],9,band33july18,
e.g,[TO TRANSLATE],6,band33july18,
earn,[TO TRANSLATE],6,band33july18,
easily,[TO TRANSLATE],7,band33july18,
Easter,[TO TRANSLATE],7,band33july18,
eastern,[TO TRANSLATE],8,band33july18,
economic,[TO TRANSLATE],8,band33july18,adv
economically,[TO TRANSLATE],9,band33july18,adv
economics,[TO TRANSLATE],8,band33july18,adv
economy,[TO TRANSLATE],8,band33july18,adv
edge,[TO TRANSLATE],6,band33july18,
edit,[TO TRANSLATE],6,band33july18,n
educational,[TO TRANSLATE],9,band33july18,adj
effective,[TO TRANSLATE],8,band33july18,
efficiency,[TO TRANSLATE],9,band33july18,adv
efficiently,[TO TRANSLATE],9,band33july18,adv
elect,[TO TRANSLATE],7,band33july18,n
election,[TO TRANSLATE],8,band33july18,n
electronic,[TO TRANSLATE],9,band33july18,
elementary,[TO TRANSLATE],9,band33july18,
eliminate,[TO TRANSLATE],8,band33july18,n
elimination,[TO TRANSLATE],9,band33july18,n
elsewhere,[TO TRANSLATE],8,band33july18,
emergence,[TO TRANSLATE],8,band33july18,n
emergency,[TO TRANSLATE],8,band33july18,
emerging,[TO TRANSLATE],8,band33july18,n
emotional,[TO TRANSLATE],8,band33july18,adj
emphasize,[TO TRANSLATE],8,band33july18,n
employ,[TO TRANSLATE],7,band33july18,n
employee,[TO TRANSLATE],8,band33july18,n
employer,[TO TRANSLATE],8,band33july18,n
employment,[TO TRANSLATE],9,band33july18,n
enable,[TO TRANSLATE],7,band33july18,
encounter,[TO TRANSLATE],8,band33july18,
end up,[TO TRANSLATE],7,band33july18,She studied medicine but ended up being a teacher.
enemy,[TO TRANSLATE],7,band33july18,
engage,[TO TRANSLATE],7,band33july18,n
engineer,[TO TRANSLATE],8,band33july18,n
engineering,[TO TRANSLATE],9,band33july18,n
enhance,[TO TRANSLATE],8,band33july18,
enquiry),[TO TRANSLATE],8,band33july18,n
ensure,[TO TRANSLATE],7,band33july18,
enterprise,[TO TRANSLATE],9,band33july18,
entire,[TO TRANSLATE],7,band33july18,adv
entirely,[TO TRANSLATE],8,band33july18,adv
entitled,[TO TRANSLATE],8,band33july18,You are entitled to a promotion.
entrance,[TO TRANSLATE],8,band33july18,
entry,[TO TRANSLATE],7,band33july18,
environmental,[TO TRANSLATE],9,band33july18,
equality,[TO TRANSLATE],8,band33july18,n
equally,[TO TRANSLATE],8,band33july18,n
equip,[TO TRANSLATE],7,band33july18,n
equipment,[TO TRANSLATE],8,band33july18,n
equivalent,[TO TRANSLATE],9,band33july18,
era,[TO TRANSLATE],6,band33july18,
error,[TO TRANSLATE],7,band33july18,
essential,[TO TRANSLATE],8,band33july18,adv
establish,[TO TRANSLATE],8,band33july18,adj
established,[TO TRANSLATE],9,band33july18,adj
establishment,[TO TRANSLATE],9,band33july18,adj
estimate,[TO TRANSLATE],8,band33july18,n
estimation,[TO TRANSLATE],9,band33july18,n
etc.,[TO TRANSLATE],6,band33july18,
ethical,[TO TRANSLATE],8,band33july18,
ethnic,[TO TRANSLATE],7,band33july18,
European,[TO TRANSLATE],8,band33july18,
evaluate,[TO TRANSLATE],8,band33july18,n
evaluation,[TO TRANSLATE],9,band33july18,n
even so,[TO TRANSLATE],7,band33july18,
eventually,[TO TRANSLATE],9,band33july18,
everywhere,[TO TRANSLATE],9,band33july18,
evidence,[TO TRANSLATE],8,band33july18,
evident,[TO TRANSLATE],8,band33july18,adv
evidently,[TO TRANSLATE],8,band33july18,adv
evolution,[TO TRANSLATE],8,band33july18,n
evolve,[TO TRANSLATE],7,band33july18,n
exceed,[TO TRANSLATE],7,band33july18,adj
except that/for,[TO TRANSLATE],7,band33july18,
excessive,[TO TRANSLATE],8,band33july18,adj
exclude,[TO TRANSLATE],8,band33july18,n
exclusion,[TO TRANSLATE],8,band33july18,n
exclusive,[TO TRANSLATE],8,band33july18,adv
exclusively,[TO TRANSLATE],9,band33july18,adv
executive,[TO TRANSLATE],8,band33july18,
exercise,[TO TRANSLATE],8,band33july18,
exhibit,[TO TRANSLATE],8,band33july18,n
exhibition,[TO TRANSLATE],9,band33july18,n
existence,[TO TRANSLATE],8,band33july18,adj
existing,[TO TRANSLATE],8,band33july18,adj
exit,[TO TRANSLATE],6,band33july18,
expand,[TO TRANSLATE],7,band33july18,n
expansion,[TO TRANSLATE],8,band33july18,n
expectation(s),[TO TRANSLATE],9,band33july18,
expense(s),[TO TRANSLATE],9,band33july18,adj
expensive,[TO TRANSLATE],8,band33july18,adj
expertise,[TO TRANSLATE],8,band33july18,n
explicit,[TO TRANSLATE],8,band33july18,adv
explicitly,[TO TRANSLATE],9,band33july18,adv
exploit,[TO TRANSLATE],8,band33july18,n
exploitation,[TO TRANSLATE],9,band33july18,n
exploration,[TO TRANSLATE],9,band33july18,n
explore,[TO TRANSLATE],8,band33july18,n
export,[TO TRANSLATE],7,band33july18,
exposed,[TO TRANSLATE],8,band33july18,adj
expression,[TO TRANSLATE],9,band33july18,An idiomatic expression. She had a sad expression on her face.
extended,[TO TRANSLATE],8,band33july18,adj
extension,[TO TRANSLATE],8,band33july18,adj
facilitate,[TO TRANSLATE],9,band33july18,
facility,[TO TRANSLATE],8,band33july18,
fact,[TO TRANSLATE],6,band33july18,
factor,[TO TRANSLATE],7,band33july18,
factory,[TO TRANSLATE],8,band33july18,
fail to do sth,[TO TRANSLATE],7,band33july18,I failed to complete the assignment on time. He failed to turn up.
failure,[TO TRANSLATE],8,band33july18,
faithful,[TO TRANSLATE],8,band33july18,adj
faithfully,[TO TRANSLATE],9,band33july18,adj
fall (= autumn),[TO TRANSLATE],7,band33july18,
familiar,[TO TRANSLATE],8,band33july18,
fan,[TO TRANSLATE],6,band33july18,She's a great fan of classical music.
farm,[TO TRANSLATE],6,band33july18,n
farmer,[TO TRANSLATE],7,band33july18,n
fashion,[TO TRANSLATE],8,band33july18,adj
fashionable,[TO TRANSLATE],9,band33july18,adj
favor,[TO TRANSLATE],7,band33july18,adj
favorable,[TO TRANSLATE],8,band33july18,adj
feel,[TO TRANSLATE],6,band33july18,n
feeling,[TO TRANSLATE],8,band33july18,n
feminine,[TO TRANSLATE],8,band33july18,adj
financial,[TO TRANSLATE],8,band33july18,n
findings,[TO TRANSLATE],8,band33july18,
fire,[TO TRANSLATE],6,band33july18,
firm,[TO TRANSLATE],6,band33july18,
flexibility,[TO TRANSLATE],9,band33july18,n
flexible,[TO TRANSLATE],8,band33july18,n
flight,[TO TRANSLATE],7,band33july18,The flight to New York is late.
focus,[TO TRANSLATE],7,band33july18,
folk,[TO TRANSLATE],6,band33july18,Folk music. They are nice folk.
fond of,[TO TRANSLATE],7,band33july18,
for good,[TO TRANSLATE],8,band33july18,
for life,[TO TRANSLATE],8,band33july18,
for long,[TO TRANSLATE],8,band33july18,
for some time,[TO TRANSLATE],8,band33july18,
for the moment,[TO TRANSLATE],8,band33july18,
for the sake of,[TO TRANSLATE],8,band33july18,
formal,[TO TRANSLATE],7,band33july18,adv
formality,[TO TRANSLATE],8,band33july18,
formally,[TO TRANSLATE],8,band33july18,adv
format,[TO TRANSLATE],7,band33july18,
formula,[TO TRANSLATE],8,band33july18,n
formulate,[TO TRANSLATE],8,band33july18,n
forum,[TO TRANSLATE],7,band33july18,
fraction,[TO TRANSLATE],8,band33july18,
framework,[TO TRANSLATE],8,band33july18,
France,[TO TRANSLATE],7,band33july18,n+adj
free from,[TO TRANSLATE],7,band33july18,
freedom,[TO TRANSLATE],8,band33july18,n
French,[TO TRANSLATE],7,band33july18,n+adj
frequency,[TO TRANSLATE],8,band33july18,adv
frequent,[TO TRANSLATE],8,band33july18,adv
from time to time,[TO TRANSLATE],7,band33july18,
full-time,[TO TRANSLATE],7,band33july18,
fully,[TO TRANSLATE],7,band33july18,
functional,[TO TRANSLATE],9,band33july18,adj
fundamentally,[TO TRANSLATE],9,band33july18,adv
further,[TO TRANSLATE],8,band33july18,Further research is needed. We don't need to look further.
gain,[TO TRANSLATE],6,band33july18,
gate,[TO TRANSLATE],6,band33july18,
generally,[TO TRANSLATE],8,band33july18,
generation,[TO TRANSLATE],9,band33july18,
gentleman,[TO TRANSLATE],8,band33july18,
geographic,[TO TRANSLATE],9,band33july18,adj
geography,[TO TRANSLATE],8,band33july18,adj
German,[TO TRANSLATE],7,band33july18,n
Germany,[TO TRANSLATE],8,band33july18,n
get away with,[TO TRANSLATE],7,band33july18,He cheated and got away with it.
get into,[TO TRANSLATE],7,band33july18,He got into University.
get it,[TO TRANSLATE],7,band33july18,I just don't get it.
get on sb nerves,[TO TRANSLATE],7,band33july18,
get on with,[TO TRANSLATE],7,band33july18,She gets on well with her neighbors.
get out,[TO TRANSLATE],7,band33july18,Don't get out before I park the car.
get over,[TO TRANSLATE],7,band33july18,She couldn't get over her disappointment.
get through,[TO TRANSLATE],7,band33july18,
get to,[TO TRANSLATE],7,band33july18,I'm worried where they got to they're very late.
give back sth / give sth back,[TO TRANSLATE],7,band33july18,
give out sth / give sth out,[TO TRANSLATE],7,band33july18,Please give out the books to the students.
globalization,[TO TRANSLATE],9,band33july18,adv
globally,[TO TRANSLATE],8,band33july18,adv
go for it!,[TO TRANSLATE],7,band33july18,
go for sth,[TO TRANSLATE],7,band33july18,You should go for the auditions as you are good at singing.
go into,[TO TRANSLATE],7,band33july18,We'll go into details later.
go off,[TO TRANSLATE],7,band33july18,"They stayed for a while, and then went off. The milk wasn't fresh and went off quickly."
go over,[TO TRANSLATE],7,band33july18,Please go over your work before you submit it.
go through,[TO TRANSLATE],7,band33july18,
goal,[TO TRANSLATE],6,band33july18,
gold,[TO TRANSLATE],6,band33july18,adj
golden,[TO TRANSLATE],7,band33july18,adj
good for you!,[TO TRANSLATE],7,band33july18,
govern,[TO TRANSLATE],7,band33july18,
greatly,[TO TRANSLATE],8,band33july18,
group,[TO TRANSLATE],7,band33july18,
growth,[TO TRANSLATE],7,band33july18,
guess,[TO TRANSLATE],7,band33july18,
guest,[TO TRANSLATE],7,band33july18,
guidance,[TO TRANSLATE],8,band33july18,n
guide,[TO TRANSLATE],7,band33july18,n
guidelines,[TO TRANSLATE],9,band33july18,n
gun,[TO TRANSLATE],6,band33july18,
hardware,[TO TRANSLATE],8,band33july18,
head,[TO TRANSLATE],6,band33july18,She is the head of the company. He headed the investigation. We headed home.
hearing,[TO TRANSLATE],8,band33july18,My hearing is not too good.
heaven,[TO TRANSLATE],7,band33july18,
hell,[TO TRANSLATE],6,band33july18,
hence,[TO TRANSLATE],7,band33july18,
hero,[TO TRANSLATE],6,band33july18,n
heroine,[TO TRANSLATE],8,band33july18,n
hierarchy,[TO TRANSLATE],9,band33july18,
highly,[TO TRANSLATE],7,band33july18,
hill,[TO TRANSLATE],6,band33july18,
historical,[TO TRANSLATE],9,band33july18,adv
historically,[TO TRANSLATE],9,band33july18,adv
hole,[TO TRANSLATE],6,band33july18,
homemaker,[TO TRANSLATE],8,band33july18,Housewife or househusband
hopeful,[TO TRANSLATE],8,band33july18,adv
hopefully,[TO TRANSLATE],8,band33july18,adv
horizontal,[TO TRANSLATE],9,band33july18,
horse,[TO TRANSLATE],6,band33july18,
host,[TO TRANSLATE],6,band33july18,
how come,[TO TRANSLATE],7,band33july18,
How/What about?,[TO TRANSLATE],7,band33july18,
human,[TO TRANSLATE],7,band33july18,n
human being,[TO TRANSLATE],7,band33july18,
humanities,[TO TRANSLATE],9,band33july18,
hypothesis,[TO TRANSLATE],9,band33july18,
I suppose (so),[TO TRANSLATE],7,band33july18,
I'm afraid,[TO TRANSLATE],7,band33july18,I'm afraid you're wrong
i.e.,[TO TRANSLATE],6,band33july18,
I/you/he etc. had better do sth,[TO TRANSLATE],7,band33july18,You'd better see a doctor.
ice,[TO TRANSLATE],6,band33july18,
idealism,[TO TRANSLATE],8,band33july18,adv
idealist,[TO TRANSLATE],8,band33july18,adv
ideally,[TO TRANSLATE],8,band33july18,adv
identical,[TO TRANSLATE],8,band33july18,
identification,[TO TRANSLATE],9,band33july18,
if only,[TO TRANSLATE],7,band33july18,
if so,[TO TRANSLATE],7,band33july18,
if you like,[TO TRANSLATE],7,band33july18,
ignorance,[TO TRANSLATE],8,band33july18,adj
ignorant,[TO TRANSLATE],8,band33july18,adj
illness,[TO TRANSLATE],8,band33july18,
illustration,[TO TRANSLATE],9,band33july18,n
imagery,[TO TRANSLATE],8,band33july18,
immediate,[TO TRANSLATE],8,band33july18,
immigrate,[TO TRANSLATE],8,band33july18,n
